time;temp;press
11.2;887.29866681372;-3194.37617992186
11.3;910.377591532617;-2967.57409127663
11.4;909.436039106644;-2051.18915776921
11.5;889.820549956004;-2707.80128892353
11.6;906.303380190561;-3281.26909139422
11.7;901.82987643886;-3359.12686931676
11.8;896.337843651892;-1581.88214535686
11.9;897.182366655151;-4239.92599579075
12;900.840141566484;-2526.14837717945
12.1;903.248417275662;-3572.87842581838
12.2;898.362214993093;-2144.69439774052
12.3;889.192868139399;-3072.28019509726
12.4;906.829349814389;-3152.16947481038
12.5;898.865923539259;-2328.29977095129
12.6;895.381139900696;-3040.10356078151
12.7;901.08187701855;-2695.61884926826
12.8;895.582663770133;-2969.54557755242
12.9;899.984441251868;-2938.15105296834
13;898.094290765288;-2758.22213558073
13.1;899.249685488868;-2243.67263628833
13.2;894.009119078826;-679.431324400081
13.3;909.792325321394;-2529.42340627609
13.4;906.467412786378;-1645.58055159167
13.5;888.789603431381;-2159.29882181663
13.6;899.998345929035;-1812.16123406217
13.7;911.19946337142;-3026.08501929479
13.8;908.004515311558;-2810.34968713273
13.9;894.360329712328;-2382.7607806198
14;897.426763268321;-2947.11897366603
14.1;900.906276692211;-1511.31182949278
14.2;899.910960873423;-1828.42549280946
14.3;896.564267173893;-2142.58666373913
14.4;905.095172745704;-1822.58836702929
14.5;902.951605419033;-2176.99527650785
14.6;896.923850510079;-2575.25013270448
14.7;891.539479743825;-2033.59383981434
14.8;910.143772118945;-2152.96999094688
14.9;888.129656460246;-1210.99850343232
15;902.012311220682;-2736.03701600323
15.1;896.26904941521;-1443.51178538065
15.2;897.95268301118;-1671.76130107706
15.3;906.138591836026;-2930.43161317585
15.4;901.920148538616;-1856.86117114443
15.5;889.98303298251;-640.057718367146
15.6;897.050270266056;-2948.49683147284
15.7;897.462487869028;-2237.64054511074
15.8;895.052330379479;-334.238347484084
15.9;901.084172591749;-2340.73630988245
16;892.046729488474;-1335.50069979576
16.1;885.753629188589;-1022.24140246747
16.2;905.120071248416;-1740.93820189124
16.3;901.259903480245;-1699.12449821896
16.4;912.359419359831;-1416.04847917179
16.5;899.964338999446;-1616.41360746174
16.6;929.177653532108;-2788.40328700763
16.7;897.042985233071;-842.528615442365
16.8;909.539438632902;-1415.28431333415
16.9;936.094997848727;-2240.94200290419
17;883.655129006659;-1583.5339399011
17.1;914.041771816008;-1592.59991612773
17.2;910.018113215302;-2183.38074143425
17.3;898.103630898764;-1201.78286801133
17.4;909.787924686268;-1949.93894409825
17.5;917.816066835468;-1789.50159681228
17.6;897.195003816499;-1341.43186437585
17.7;912.789459926593;-1742.61637961518
17.8;903.758039377596;-1585.64032121457
17.9;893.570195749797;-1088.33672301132
18;907.34740142519;-2095.32556465358
18.1;896.597893470399;-1608.23461446013
18.2;936.437156618442;-2527.22491002492
18.3;922.011334185961;-1406.53203097169
18.4;920.355577844864;-2664.5704990107
18.5;913.588152079218;-1678.68984350519
18.6;911.770471169133;-1584.22026456785
18.7;894.589528229011;-846.447668209101
18.8;910.538634075293;-1982.95461236071
18.9;891.703693159772;-880.697253133913
19;887.485101416622;-671.161402645434
19.1;914.277061706764;-2078.5184337277
19.2;906.470353347119;-1653.04731320422
19.3;903.818329008364;-1512.34913170442
19.4;924.119815173288;-1944.87508536599
19.5;928.320424015139;-2493.11201943539
19.6;936.490361110653;-2416.72126390653
19.7;903.700385457269;-1572.40220581077
19.8;886.631569454146;-874.070685143698
19.9;924.733304176749;-2069.34399109628
20;900.996939716529;-1445.33313944725
20.1;892.479129745442;-984.211496135993
20.2;881.659900813846;-299.559311657075
20.3;903.458007516402;-1421.6162994759
20.4;916.357445748016;-1783.29544747054
20.5;884.678262712367;-1750.07065638548
20.6;914.084626395175;-1846.11315947417
20.7;901.89803034421;-1427.54199732289
20.8;909.028446422224;-1155.56645821307
20.9;901.92432670168;-1337.54837143195
21;904.727584178243;-1162.7683902503
21.1;897.694511391358;-787.785247473191
21.2;903.624286509475;-1230.81477095998
21.3;923.169369255741;-2221.95980403336
21.4;897.738872778532;-914.537447040358
21.5;891.637534927751;-448.458575941533
21.6;922.408521110147;-1936.43155778507
21.7;908.118050003127;-881.267295300403
21.8;898.577132936457;-813.797069312872
21.9;911.441561195882;-1140.6052717756
22;904.133261822408;-1068.30203254303
22.1;895.661958428024;-1244.3199250276
22.2;894.329973481488;-904.864461022699
22.3;913.524323932361;-1477.05492917789
22.4;895.348216693941;-1690.16964820843
22.5;938.42283957385;-3406.48438641609
22.6;927.223437701168;-1867.82068863202
22.7;905.814931679808;-1393.67207282663
22.8;889.973258844646;-1141.66996469975
22.9;892.100185221502;-976.161332816021
23;898.074232704934;-1110.38825986519
23.1;924.177050162936;-2008.51546542489
23.2;905.974039710146;-1622.3592682833
23.3;914.154612138088;-1247.36781580075
23.4;909.44571327497;-1421.53132074594
23.5;896.169566431867;-1345.75880139676
23.6;910.833282814173;-1478.16343682946
23.7;911.590743705024;-1125.34940053239
23.8;886.880445220831;-536.117580913364
23.9;897.594461363843;-1647.24377456288
24;924.593978325044;-1362.23843996988
24.1;905.454882384767;-1368.64504454709
24.2;897.610712601403;-1514.55831758891
24.3;895.987424558229;-1308.62630851349
24.4;918.231164589892;-1903.58661843504
24.5;897.901291638722;-236.848006325412
24.6;901.994023582206;-1588.96522965116
24.7;904.051543802828;-1190.87787106485
24.8;916.517015162584;-2156.98020100517
24.9;902.736467092741;-1594.01229322981
25;908.987825165583;-1674.91778088021
25.1;906.469709733052;-1269.13727307741
25.2;907.294473233568;-1011.29517371182
25.3;912.015434749077;-1428.14699999414
25.4;902.014374282397;-1104.73609174237
25.5;893.465945043969;-268.681905691089
25.6;898.206880572595;-1217.49435262616
25.7;903.898707354618;-1193.93140633256
25.8;923.570625200926;-2265.96245281855
25.9;900.988350726425;-1524.35003790053
26;897.205575133976;-682.251688190278
26.1;881.665477328853;-760.190318807358
26.2;907.159601894796;-1651.25074933261
26.3;921.686775466132;-2290.08074158037
26.4;914.323617568934;-1834.46832221222
26.5;898.172074229144;-895.76118173879
26.6;888.597059158835;-974.651015128983
26.7;904.95152149836;-1196.17077645698
26.8;885.768177152172;-620.289361362685
26.9;908.879332116921;-2487.12170853817
27;928.157522533393;-2142.52983534313
27.1;917.825372798439;-1141.05357428167
27.2;861.180745305567;-254.622316148966
27.3;902.081953930184;-2037.31470118363
27.4;906.783939613317;-1321.84667472159
27.5;898.944727313891;-1214.09542751105
27.6;889.665434540288;-1345.65568351981
27.7;916.302288539661;-1829.96921932693
27.8;927.268757196457;-1777.33305923966
27.9;903.863147215167;-1582.09392908068
28;905.55107458595;-1520.96716741409
28.1;922.495995442728;-2630.77730673413
28.2;930.785535748334;-2609.98808915725
28.3;889.097490306758;-1602.87761422499
28.4;906.30872695843;-1421.19793230087
28.5;908.611171488369;-1199.34368353191
28.6;882.503859963937;-733.606339424894
28.7;908.114602330315;-2051.81030690619
28.8;913.827185596546;-1842.26500704059
28.9;903.205259750363;-1876.23030004579
29;934.681701892658;-3377.17269413464
29.1;919.642969417313;-2357.06351302979
29.2;935.249292601484;-2247.36101777113
29.3;901.299830647313;-1152.94286686558
29.4;902.113447438654;-1341.12810478566
29.5;906.224009795748;-1841.13745221229
29.6;930.702803824576;-1725.29190819875
29.7;914.219594857444;-1524.23951466112
29.8;894.884818628379;-1164.7456872406
29.9;911.632967545146;-1693.40721426605
30;904.597441304559;-1717.48388208162
30.1;885.77455051425;-1545.94390401043
30.2;911.709463592254;-1472.87931535819
30.3;906.863314647336;-1289.60050844226
30.4;903.186983645681;-1608.02303142477
30.5;895.676525819933;-885.909128682423
30.6;920.878338008219;-1946.55608910887
30.7;899.234923091387;-1226.94705948753
30.8;905.229702256653;-788.897558020416
30.9;893.463234774122;-445.636409697801
31;895.482604961316;-1411.94606710857
31.1;906.494125109674;-1696.90077205016
31.2;899.485681058421;-340.044524185976
31.3;897.565725837547;-932.331133244516
31.4;927.263814316007;-1725.3384654124
31.5;911.633137352961;-2063.52002067546
31.6;907.416826767947;-1470.75133437107
31.7;903.455388110823;-837.540855705941
31.8;923.20852202902;-1373.76549349278
31.9;904.601023734056;-1579.63290483572
32;896.448447349566;-1050.06282665097
32.1;908.705170252535;-1062.78263283899
32.2;897.995517189183;-1373.05966258047
32.3;908.38794621236;-1677.44981217875
32.4;903.271574880467;-975.431419829239
32.5;918.483660710497;-1920.11122412536
32.6;914.143697731361;-2072.63511686195
32.7;885.050082800759;151.389779710172
32.8;906.038144848398;-1258.20957242697
32.9;903.045498910559;-471.908364076807
33;910.108682363454;-1350.89158678656
33.1;911.377584607273;-1790.32113860395
33.2;929.138480457297;-2287.67295589982
33.3;916.626199946235;-1983.81576740236
33.4;897.946661316602;-1096.1612746542
33.5;919.692538975232;-2512.77249018413
33.6;898.600171170821;-1250.60430268844
33.7;894.131779772616;-554.300514141361
33.8;915.252455252962;-1290.96616235674
33.9;909.201096326719;-1057.78395643558
34;918.704394391099;-1000.16490885712
34.1;920.166373779287;-1643.53714259368
34.2;892.914127269611;-854.028725036272
34.3;902.097799013709;-1032.60220979729
34.4;925.262780987411;-1846.95317436867
34.5;923.751782581454;-1816.43447137575
34.6;927.631201427612;-1531.78009316263
34.7;928.956267106113;-1756.44087477785
34.8;887.740014742932;-306.214074484725
34.9;901.694325575733;-1342.09950408987
35;899.644707044457;-913.684024112312
35.1;923.817197588199;-1929.28708880295
35.2;911.130739937347;-1657.54247159365
35.3;914.80207357659;-2043.3656735982
35.4;910.856903544321;-1554.72534365447
35.5;907.374595155227;-1142.6405361242
35.6;913.056788497927;-1386.06728013463
35.7;927.205457505317;-1989.34054469106
35.8;887.972384101249;-627.958268693362
35.9;914.926745012965;-1895.83904660685
36;898.903162193161;-1287.42871991689
36.1;924.325276849788;-2265.05207513414
36.2;878.5123888484;-275.774194016299
36.3;876.774697493055;-400.713368275284
36.4;886.301021092459;-1553.20739889613
36.5;898.714791056658;-637.486007615587
36.6;915.0680567029;-1472.07863292065
36.7;898.213009087881;-1038.42030269115
36.8;908.223961526559;-1462.57203566718
36.9;892.167880976969;-1142.47814415334
37;933.944866772403;-2567.41562536257
37.1;913.177085094645;-1515.23638867023
37.2;914.958940761972;-1225.63429039243
37.3;907.655828792639;-1691.8594445929
37.4;905.593457633509;-1485.20256116403
37.5;905.836696716019;-504.322632254164
37.6;885.65199167884;-701.647005727748
37.7;898.094853459287;-891.704274267121
37.8;901.077433895934;-1691.31502390722
37.9;908.967423188971;-1125.84341351262
38;900.374247027309;-1878.99934391484
38.1;911.034270164216;-1670.97356026522
38.2;895.729105620059;-1467.91911566744
38.3;916.729584007166;-1991.04701304205
38.4;922.513380647812;-1519.00607189688
38.5;904.028721264425;-1643.87394009532
38.6;898.196240120502;-968.494117904126
38.7;930.335797952234;-2177.19711730051
38.8;934.979620663825;-2331.8407318892
38.9;905.898269924828;-1747.71307657395
39;898.466061530446;-1605.77947093441
39.1;909.932919629428;-1407.37399602584
39.2;925.284119744832;-2650.45936201682
39.3;910.957861331003;-2012.32162411778
39.4;902.822371193734;-1037.97502341721
39.5;891.256397733352;-956.446218626337
39.6;925.527741622661;-2370.21064214732
39.7;915.652531230729;-1992.86567577745
39.8;905.951729361786;-1405.42663883309
39.9;896.111488579362;-1286.07640904805
40;915.168430126002;-1732.80220231059
40.1;899.397174212975;-1816.59778656043
40.2;891.825532949878;-1528.12089609886
40.3;912.379030782233;-2312.62171330789
40.4;917.58745146645;-2005.77347021828
40.5;912.875469932874;-1794.48523522996
40.6;900.276576202585;-1829.2559541335
40.7;906.585471702834;-1624.47440133896
40.8;907.941539620209;-1045.58345812479
40.9;921.309364786555;-1734.91787852265
41;895.930184900987;-965.479989251063
41.1;911.776056836913;-973.97911552011
41.2;901.965788986408;-1224.43336150266
41.3;907.514299599074;-1107.8341488991
41.4;888.526023481043;-798.952572407669
41.5;904.844438839652;-869.839101211258
41.6;906.850247562854;-700.107250937024
41.7;888.507676174347;-765.195084636835
41.8;908.870391908916;-1487.37732063282
41.9;908.764459730616;-1452.87246481077
42;897.757358201424;-2193.03399276405
42.1;894.146417829638;-1338.12105807655
42.2;897.929408468506;-1706.61402742935
42.3;910.376646399997;-1793.0351813534
42.4;874.941772305522;-2038.20818629613
42.5;915.521189029314;-2012.52804584256
42.6;917.389463157192;-1641.67366747618
42.7;917.801988872259;-1810.39975799809
42.8;903.049771953142;-1192.92798283187
42.9;915.615216093741;-2235.80057944158
43;916.432644699201;-1838.64834291224
43.1;922.963597209343;-2265.45737727501
43.2;902.273690117688;-1330.50687292633
43.3;898.039246805464;-1280.76618291271
43.4;888.611914479074;-1442.10472935447
43.5;919.210761445487;-1415.71446594768
43.6;901.169329674277;-1500.08178775697
43.7;877.805332170181;-794.600779551879
43.8;929.92408185117;-1861.41196803203
43.9;921.619272217033;-1682.07443587739
44;919.790659479378;-1426.95188492341
44.1;892.315540975761;-1277.46938498388
44.2;890.848212013912;-979.907153233536
44.3;928.642859586342;-1872.63264940044
44.4;886.2934872667;-708.229665550405
44.5;915.830077220455;-1246.87904188974
44.6;875.262350828452;-613.783380872618
44.7;897.228005832065;-1524.16782943163
44.8;875.642314055524;-1073.63597543307
44.9;922.371957184915;-1558.84731507534
45;903.526223400429;-741.952024613029
45.1;900.3006230152;-1592.55625775846
45.2;915.035242344363;-2350.14643851946
45.3;924.754876020993;-1494.3531454206
45.4;900.685639070528;-1781.61862113354
45.5;912.857047133286;-1827.44024937569
45.6;901.339764160145;-527.073446763901
45.7;922.972536120099;-2217.93071611895
45.8;905.235148464159;-1299.13100930466
45.9;901.412863070054;-366.382291666461
46;904.830116011019;-1586.90005365295
46.1;909.196642951631;-1747.14161934081
46.2;924.146294780181;-2349.19839970829
46.3;902.200025509786;-1134.74751744016
46.4;913.898532739758;-1757.02417368096
46.5;912.146694443307;-1600.16851089541
46.6;918.798405072288;-1875.37290784092
46.7;893.031921210673;-1218.09185578442
46.8;892.29996520624;-896.057705884964
46.9;918.626817066094;-1586.1991101086
47;931.459248889717;-2612.5208299467
47.1;908.048734618601;-2168.83377563535
47.2;898.740324952704;-2128.93365771665
47.3;915.565942137057;-1842.1174647509
47.4;910.634203417235;-1433.87038247199
47.5;902.184933953627;-1805.35825600996
47.6;902.625976472814;-1352.84153203863
47.7;906.626639913584;-1360.51242985108
47.8;922.226866758974;-1761.05865515031
47.9;898.735659143118;-2041.72397196537
48;878.219786626156;-862.378963649328
48.1;895.674423603292;-1277.50382872616
48.2;919.314044465447;-2456.62752520994
48.3;894.324209017659;-1415.26397826021
48.4;902.932345486505;-1512.35988196167
48.5;913.869559013544;-1154.75387305823
48.6;899.390037427149;-1035.51803758432
48.7;891.928807694011;-938.540760850375
48.8;917.187430720538;-1700.16902904777
48.9;915.982793227414;-1649.61934104679
49;898.380398953615;-1622.77634993487
49.1;911.148764882469;-1126.8978980278
49.2;904.669942893508;-1248.52825654007
49.3;903.679754452245;-1270.91802229282
49.4;899.318115114954;-1608.56224771508
49.5;922.535034495097;-2319.26443827981
49.6;924.746683781735;-1555.67222463873
49.7;875.490644322496;-591.836287863204
49.8;895.502209790079;-610.466642540257
49.9;908.212903455467;-2125.46092296549
50;901.930144525799;-1622.30728877513
50.1;902.992809449852;-1729.70384276114
50.2;906.197981123988;-1814.33122709918
50.3;906.191561255639;-1586.7666672065
50.4;924.187335682061;-2135.8634970115
50.5;910.976455926525;-1897.35688072577
50.6;878.411700212853;-909.614411781642
50.7;902.360785231332;-906.682313612342
50.8;909.424508813686;-2360.62913791497
50.9;908.339002515332;-1437.55229747404
51;897.840688277781;-1719.38710474929
51.1;908.144360043932;-1647.98698799534
51.2;907.247069883031;-2317.08984647171
51.3;896.000303952507;-951.746731663838
51.4;915.781857396792;-1980.31389104906
51.5;898.90603041769;-1401.36831481231
51.6;913.3855751761;-1632.65776994055
51.7;927.728649131783;-2430.60233128863
51.8;912.950512316123;-1508.71138601264
51.9;919.599022072132;-1809.09741995481
52;899.02663914583;-1292.91326088615
52.1;911.000046388568;-2231.19347136899
52.2;911.929443779887;-1706.53645126331
52.3;909.912100251614;-1289.55303521149
52.4;894.207126813387;-1904.02230247646
52.5;900.77207323814;-891.975061751068
52.6;917.81652579213;-2014.58703376075
52.7;873.857280219513;-1081.55868484691
52.8;904.389352036312;-1635.5003892904
52.9;904.844552103171;-799.784179523375
53;889.645235513456;-1337.21884172278
53.1;916.746967410985;-1372.0591057107
53.2;913.434254146217;-1845.67894164785
53.3;907.695310068923;-1243.95242554871
53.4;912.127758814485;-2030.96062505891
53.5;919.824500210364;-1389.18921560927
53.6;910.429419675781;-2134.55413572642
53.7;908.29063673576;-1194.60462861889
53.8;909.566769071189;-1249.48877125812
53.9;901.803559491751;-1716.73872950745
54;919.158895583651;-2130.86379356539
54.1;902.670239381751;-1916.72519706183
54.2;905.985779075637;-1549.93682872046
54.3;906.364004930155;-1680.85280134494
54.4;906.377416760616;-1107.81941694206
54.5;912.509177900342;-853.195712756739
54.6;915.101718467923;-1128.71542564011
54.7;884.129090312627;-850.49388488069
54.8;907.496440465312;-1313.62856346847
54.9;923.901377302234;-1425.86326271412
55;899.691326444528;-601.580244116953
55.1;901.4363607637;-513.165814053304
55.2;918.352516827722;-1621.54894278186
55.3;909.498505659712;-863.681897045786
55.4;927.740798234529;-2342.19341818522
55.5;908.669278898748;-1130.69794034154
55.6;900.277986906714;-619.323509771277
55.7;904.429228772847;-1381.6554724734
55.8;915.074679503906;-1772.15007212086
55.9;918.688942340646;-1506.28492258214
56;925.738183849691;-2030.6155762764
56.1;901.018937772384;-963.455599239417
56.2;917.33429626898;-2158.14807689814
56.3;902.764727521687;-1360.59401020217
56.4;926.213194442324;-2187.63578714742
56.5;904.62608426832;-2113.89794676272
56.6;908.90258399604;-1383.20644364268
56.7;916.532923191274;-1727.7194743236
56.8;904.121325137606;-1388.42632558207
56.9;890.597991238372;-697.075383906338
57;886.140058949539;-1089.66068223585
57.1;905.965433101664;-1332.54189484003
57.2;902.473450718136;-1606.11567164547
57.3;915.798967126489;-1842.81557575685
57.4;917.518139642302;-1915.39345183155
57.5;892.994042422213;-1386.29519361235
57.6;920.434091916627;-1585.28244253195
57.7;897.851713674893;-543.141149316628
57.8;902.406349677468;-738.647881530703
57.9;903.332891049319;-126.603757900553
58;883.014764313277;-298.805599750923
58.1;903.843051755273;-372.144391319055
58.2;901.036957874228;-536.810743453083
58.3;910.383118012555;-1434.20336940934
58.4;891.558760489129;-947.825622936565
58.5;909.421356292969;-1434.18866553137
58.6;904.33204606973;-865.172622305909
58.7;910.104050327626;-800.770328347045
58.8;912.440649311381;-698.821104770632
58.9;934.53147946359;-2009.40148896395
59;905.431219222957;-1209.85356187726
59.1;912.198349967317;-1620.95702407699
59.2;909.389832728095;-1281.61263145115
59.3;905.412696881457;-1694.87716591076
59.4;934.926098778988;-2096.17230562983
59.5;902.243538524197;-980.751127923894
59.6;892.172648416842;-823.149414403403
59.7;907.319722730186;-2055.01334553875
59.8;911.790596623848;-1452.0861890313
59.9;923.887032378728;-1149.41884951417
60;908.409481698676;-1127.56080142147
60.1;895.861379084994;-1546.36448331989
60.2;924.738889282667;-2076.86382926716
60.3;900.204243033951;-1393.61738043496
60.4;906.110541757863;-2164.98853900059
60.5;897.391317029708;-1592.38582247505
60.6;912.454194508894;-1954.1239824237
60.7;907.494841850703;-1850.39860666884
60.8;916.499116930809;-1882.26714303785
60.9;910.219230249676;-1170.65918667735
61;903.378403151494;-1596.88732505801
61.1;886.725460534893;-1266.00529032822
61.2;891.337271542282;-1666.90809941343
61.3;907.250302797753;-1800.36601327734
61.4;887.676522271764;-1426.80657145676
61.5;905.336324090876;-2015.49379752399
61.6;916.259545746815;-2312.4782568752
61.7;913.727574927399;-2153.71215364295
61.8;893.719382543367;-1036.93697790922
61.9;905.155975329461;-1218.83452172729
62;907.879053489658;-1558.73115198044
62.1;927.311465425305;-1506.71477081645
62.2;939.043721101262;-1947.83633589103
62.3;883.736884259059;-1191.32524913942
62.4;906.716203592399;-1266.39357925636
62.5;915.566532758985;-562.720181432212
62.6;896.229873780453;-677.603887373002
62.7;896.902045732438;-1219.48521661963
62.8;884.744348816446;-1039.41930012353
62.9;904.373975789445;-1230.47725959685
63;910.296936552048;-1503.31665854418
63.1;910.982513791016;-1560.19088176943
63.2;903.239820571023;-1359.98519995248
63.3;905.247979898648;-2095.53792033
63.4;919.565498970965;-1816.36382926759
63.5;909.894011777758;-1495.29288986515
63.6;896.206838290954;-1194.75992070596
63.7;924.887318982039;-1940.19413726638
63.8;926.994683526016;-2185.98027802733
63.9;895.83748621023;-1511.41821202863
64;887.55291944055;-633.806037603415
64.1;900.996927105318;-1437.3285524134
64.2;909.806667950614;-1323.30700524575
64.3;905.041741915435;-1457.96839348579
64.4;915.671588724514;-1470.15924313746
64.5;910.900029879091;-1792.68709453713
64.6;912.297512436455;-1167.76977223094
64.7;900.794918507753;-359.304561292694
64.8;887.991452379928;-741.717890621206
64.9;884.214788253458;-439.330265248865
65;896.62838344237;-1196.77621370517
65.1;922.526611393069;-2007.39804152862
65.2;919.729736900579;-1776.09805987858
65.3;911.295340648461;-2199.90501960425
65.4;895.35765981472;-1149.04720994238
65.5;893.394408413676;-777.309542197287
65.6;917.573279842317;-1568.54318146515
65.7;915.858591836842;-1990.31933942333
65.8;910.394958012616;-1222.1322468369
65.9;926.559830756894;-2322.57715723858
66;939.585385061985;-2648.01608762754
66.1;934.673925395998;-2382.98332160846
66.2;897.782261538026;-1378.95436508858
66.3;904.341996497561;-1351.48358977799
66.4;912.076974295093;-1582.86787793688
66.5;927.922497271552;-2126.4369615356
66.6;919.903489569064;-1082.635771473
66.7;898.570142395897;-1637.31069196093
66.8;887.12612359705;-497.864356039597
66.9;927.053313227207;-2115.3228906288
67;908.57940111083;-1732.71545551977
67.1;918.741044593054;-2228.03686970543
67.2;907.512153918418;-1402.521625942
67.3;902.399423522964;-1266.90615066384
67.4;864.784751822644;-327.173736284753
67.5;901.755525231413;-1575.41343998159
67.6;909.348600812677;-1240.46196500515
67.7;887.448723432231;-612.838923028442
67.8;909.671932490907;-1180.3406423362
67.9;910.688736926694;-1477.76540831463
68;907.334285155467;-1354.69189342651
68.1;902.263702933484;-966.291251191138
68.2;903.635506056799;-1504.98198110037
68.3;895.332923821127;-822.197936074446
68.4;900.86234065649;-1769.88798399062
68.5;915.358016292586;-2053.409588413
68.6;885.121535785735;-860.641130586278
68.7;911.356781227153;-425.77713288237
68.8;898.321326133006;-1179.31579093311
68.9;913.842371600529;-1507.74306859662
69;892.111293057117;-393.853891045822
69.1;909.299351835493;-972.114498694007
69.2;893.784719011407;-1686.38424375007
69.3;920.19333308898;-2384.18311642733
69.4;884.569226506409;-334.128887739654
69.5;912.963416551409;-1825.96972108574
69.6;928.54602279284;-2282.42614561436
69.7;896.04828424586;-1150.7306831921
69.8;890.853764443187;-1338.21539765856
69.9;902.377950447597;-1494.01052425078
70;901.456864266982;-1747.96789195104
70.1;887.417322391948;-259.033554028485
70.2;908.919179368482;-1424.29409682127
70.3;944.593342870567;-1986.87937968181
70.4;900.571313192499;-966.808822681554
70.5;918.461272965771;-2192.91587774885
70.6;885.537855494281;-719.891676044473
70.7;904.600285992266;-1059.00309758307
70.8;911.106811526716;-1677.96450376056
70.9;906.060570156566;-1522.13555881111
71;902.672269755001;-1006.27376327872
71.1;906.849337791277;-1466.42753510788
71.2;889.319883505893;-1112.53951326018
