time;id
101;2893
108;720
36;1120
41;2376
80;2946
150;327
12;2344
132;3048
76;87
119;3342
129;1890
290;784
139;2588
173;1531
44;2959
39;359
15;2529
25;766
4;2511
119;3349
47;3120
82;2161
22;831
26;380
295;588
60;3309
58;1843
23;2209
119;2644
24;3062
104;173
13;600
7;2163
1;2171
22;1944
1;1881
274;947
15;2244
367;1471
35;3290
16;1916
133;2886
78;3006
288;1196
118;2332
79;3412
4;1226
141;1160
53;2680
596;1776
567;462
255;1065
22;2929
78;429
471;2087
7;1010
166;649
13;2076
39;3433
76;1485
257;3238
214;1726
39;1060
81;3285
113;574
39;2098
92;1930
312;275
64;702
17;2113
212;75
6;2145
9;2155
93;2998
69;3388
91;331
38;1925
141;2260
1;2172
165;3058
222;1542
345;2802
298;2476
43;727
78;3143
126;451
216;2504
66;618
48;23
189;112
141;1162
13;652
40;2978
24;1519
150;1201
182;968
15;2948
27;2548
21;1185
8;2523
60;2182
1;2191
35;1282
46;1598
55;2
2;1615
82;3038
101;2158
1;2119
1;2151
2;2117
23;66
224;2302
280;851
89;433
62;1128
70;924
98;3148
181;1691
397;1305
25;2375
167;254
4;2361
145;1838
27;1653
206;3286
20;306
264;1750
39;1364
1;1308
104;2490
15;1667
439;2035
51;3147
74;56
18;1708
79;803
190;3374
75;874
78;533
322;2854
5;2819
268;1430
31;1681
64;3271
148;1207
20;1509
335;2639
146;3110
44;3370
207;667
211;117
76;1337
63;29
31;1722
91;294
200;2937
54;2908
20;3452
273;388
31;1325
119;1733
30;286
41;746
262;2757
91;891
258;603
116;3205
127;2538
13;2768
20;1757
227;2204
45;3005
4;2164
133;2014
11;2489
288;2395
117;825
1;2408
60;1705
13;2923
15;2778
85;1254
37;1336
10;2514
3;1238
17;1751
47;390
234;2078
30;2012
21;1208
191;1888
6;1260
33;854
33;2463
26;414
6;2477
12;839
7;2465
409;1006
77;870
54;2788
20;333
71;2981
42;1866
97;3178
167;3331
24;2797
107;724
134;3394
3;2720
39;2383
68;2120
12;3248
21;2962
25;1847
57;790
56;1051
26;733
10;1924
1;1906
122;2252
5;2212
185;50
117;1819
199;2640
176;2843
126;1725
20;742
36;2059
125;1347
109;1988
29;2903
24;1957
35;2690
325;2271
231;3072
182;593
384;1600
116;933
53;2207
22;2881
26;2664
26;2279
107;3229
81;985
64;1348
65;675
11;984
116;2999
87;1713
51;1540
406;1153
131;2433
4;2388
139;2795
339;525
225;2549
110;1760
202;1264
21;1719
1;1643
16;2422
319;1463
12;1668
187;371
138;1923
89;3108
28;447
55;1000
21;2401
26;1271
146;16
98;2227
1;2196
66;1601
44;2425
63;346
214;763
129;1363
229;3244
242;3381
139;2290
359;323
83;1703
205;2055
6;1654
86;1052
80;1197
20;1394
116;1785
9;989
54;2402
176;3193
22;1189
50;378
49;3316
106;38
16;2426
1;2411
13;1267
3;2385
54;3360
3;2452
63;786
45;1657
47;1370
176;1167
22;70
155;1447
23;1242
1;1256
11;1327
67;2061
151;488
155;1921
26;1680
243;2857
91;2269
84;1053
242;729
61;3445
32;1648
63;855
82;3190
516;125
19;1638
6;1635
68;2086
99;3308
39;659
48;3358
42;167
339;1991
118;101
23;172
48;3300
354;577
105;2359
49;716
254;2165
93;1029
113;2820
303;2506
28;189
24;2280
100;3170
78;2101
224;307
92;1675
68;1965
56;732
34;3216
187;1381
64;1019
248;1800
369;2783
47;218
36;1951
3;1834
420;2593
51;2159
2;2125
82;629
114;3428
15;1306
204;442
80;2590
417;2968
80;2317
13;2555
35;1956
61;3223
11;1967
119;2839
66;1810
303;379
19;2885
76;1072
272;1203
47;2559
137;114
109;750
17;1268
530;928
452;3092
34;2889
178;2203
81;2310
6;2915
55;1782
45;2566
277;777
113;1346
81;3159
116;506
14;2562
14;1338
77;384
480;1554
59;2301
12;1520
37;418
265;95
63;1774
382;1892
192;2594
197;2773
84;3199
99;2811
136;1220
42;1790
138;869
437;1491
233;632
141;3029
196;1947
81;2334
70;412
158;711
169;160
4;723
337;3276
78;2770
2;2721
43;957
26;417
136;1315
25;3345
102;49
47;3084
172;2558
75;1489
516;1151
88;1795
4;1122
66;704
324;3438
45;3115
24;1836
57;3264
18;706
75;2745
77;1401
134;1192
56;2553
6;1357
1;1358
25;685
130;2346
172;3187
79;1168
401;258
221;1895
32;3201
140;381
236;1561
84;3367
289;490
170;176
307;782
89;1823
82;2804
320;2239
223;2888
15;2784
206;590
4;2750
260;2600
2;2769
79;2277
48;1537
136;3035
49;857
16;1528
64;162
14;788
83;350
16;190
95;227
75;2230
97;1911
1;1879
59;2369
73;602
156;722
132;1094
36;352
294;1983
198;3242
118;460
112;2860
99;2663
482;1076
20;1155
8;1064
69;822
16;2631
205;1234
64;248
297;953
172;3157
76;1915
1;1884
80;2266
117;3078
285;1480
168;1780
74;563
32;1221
7;3132
22;2233
331;40
14;1194
47;2656
76;473
257;2567
90;370
104;738
37;1449
21;1247
141;211
17;1476
107;2816
120;3312
32;1225
100;305
67;18
92;1753
99;624
42;3273
142;1002
188;2351
63;175
85;391
96;2669
25;2314
94;1427
303;2807
87;299
50;2603
176;3136
8;2791
62;152
41;2360
148;714
7;663
15;2364
240;1087
258;1990
38;272
53;1433
192;532
257;867
126;3279
220;2242
84;3165
14;2238
15;3251
436;3383
4;3449
379;1609
191;52
23;1583
90;1141
284;3063
7;1588
184;986
198;573
9;1550
52;3250
16;543
34;1091
5;1088
368;791
43;3049
120;446
269;1257
91;3191
154;2028
61;1607
29;3099
133;911
34;3169
42;453
16;3031
217;111
105;999
40;1613
4;1044
45;3192
172;2241
45;3127
165;3421
226;1464
407;2571
4;3030
320;354
1010;2955
99;1283
76;934
9;1291
26;1443
98;1981
195;19
66;1004
307;2650
1;2693
35;941
20;1028
333;2779
122;464
63;3007
174;1183
81;2542
18;1069
178;781
39;866
12;2591
18;1147
11;920
92;345
41;461
448;1775
19;1144
18;340
243;3307
41;2518
34;954
20;1813
137;3073
4;1788
3;1812
22;3257
373;282
12;3252
44;361
26;3111
196;1543
24;269
6;1586
177;3436
14;3104
157;1969
302;597
57;868
171;1496
90;459
75;2532
35;1576
1;1596
97;1124
186;61
261;128
584;2825
8;126
61;3366
81;3324
13;2821
64;2019
85;273
52;1110
214;821
5;779
97;480
5;794
115;1470
79;2909
89;3418
14;3387
126;1564
1;1595
45;853
213;1759
118;1966
294;3010
12;2005
325;2629
33;1551
42;3391
45;1768
140;1112
9;1734
158;324
349;1041
206;88
112;2829
204;170
210;3293
145;513
102;774
270;901
104;3365
72;1047
191;1413
99;1186
59;435
323;627
112;2887
3;2818
56;1040
117;131
202;1961
161;296
88;1434
5;1504
23;262
64;2832
64;990
201;96
134;1140
43;237
231;1817
12;1136
233;3340
79;1494
9;1492
79;983
87;2859
69;81
250;535
202;122
93;3283
36;205
342;908
53;501
127;90
340;640
217;314
45;89
193;1426
317;1976
409;3372
201;993
62;564
539;2994
61;264
282;1809
40;3426
62;1415
140;942
197;436
105;605
72;872
826;2522
13;878
8;2485
113;252
168;2000
217;2944
28;2945
187;635
151;1970
282;1416
77;2975
229;498
62;2952
25;2993
113;2048
5;2926
146;644
168;493
84;1948
70;454
224;561
36;617
180;516
123;638
1376;2638
15;630
42;566
62;2677
163;526
29;546
114;2688
3;2696
47;2652
152;503
