time;id
340;3148
189;3129
79;1271
48;2986
91;676
65;1844
65;376
261;2141
84;2443
7;2068
487;1347
132;1662
52;707
365;3262
131;800
76;1207
25;730
100;64
14;856
523;2304
39;1623
677;1760
230;1613
144;3448
146;947
200;470
100;399
43;695
157;2792
136;1878
155;1132
23;2735
114;2087
57;496
166;2959
82;828
175;3074
82;1542
521;287
104;1204
153;2383
38;2065
8;1241
249;1468
33;2924
22;309
99;332
572;113
135;2314
229;3238
67;790
35;307
20;799
46;187
540;1042
2;1071
426;596
94;2444
897;2204
160;661
181;916
88;2967
802;2845
210;1711
159;1107
165;2702
174;1852
30;712
125;1488
30;914
116;356
173;1615
62;2832
367;2551
6;2853
91;998
297;3299
57;651
184;1191
86;3017
339;1321
148;314
77;964
124;2435
29;1297
159;854
191;3232
44;703
460;2024
37;2409
352;1789
191;125
31;2001
161;1866
201;563
3;1939
310;3042
64;725
525;2633
40;1756
135;2523
79;3174
403;3417
151;3309
160;2877
7;2828
46;683
235;1689
154;260
1;1697
169;2953
51;3208
278;2188
1;2226
403;441
118;198
253;1491
8;2266
266;1100
1;1169
276;2703
235;1021
2;1072
30;1416
90;3341
192;845
9;1452
280;363
8;836
75;3199
276;1569
167;2026
46;2794
138;3416
424;2306
89;473
39;2718
17;467
601;84
66;774
77;361
317;1218
156;279
170;742
183;1629
323;1381
263;556
557;2116
124;1971
32;1670
284;3106
223;1145
210;1512
64;1981
150;2779
280;2952
34;1183
308;2876
438;890
164;443
14;2976
358;2488
83;3095
98;1680
2;1727
1;1677
167;1237
234;1550
170;665
36;876
188;59
66;1496
42;2577
18;2529
443;1901
223;224
56;96
80;1282
466;2689
275;351
34;1228
121;3048
345;3389
23;1269
135;1598
178;2742
359;2318
21;3428
127;1493
1;1460
62;2671
268;2077
447;2190
95;308
201;1957
464;158
414;3230
216;1135
211;2921
466;1076
57;2293
99;404
240;2894
158;1915
18;1022
641;2403
348;620
30;390
282;466
129;1245
107;2262
83;1168
20;486
20;1286
270;928
127;266
70;1014
80;2890
82;2384
169;1590
82;553
171;2030
520;768
164;3223
189;2107
64;932
11;785
6;816
5;787
259;3080
181;3010
101;1113
29;935
90;313
174;1857
247;3379
29;288
125;527
111;2408
110;1518
50;888
69;807
360;71
385;2562
70;3032
13;66
53;1875
21;788
293;167
33;2524
1;2587
1;2559
191;1046
64;2418
5;1079
38;1841
338;1451
1;1436
1;1407
3;1410
499;719
315;2370
780;3339
903;1833
87;3091
135;3432
141;439
19;3405
263;577
99;1932
358;400
251;3133
25;1856
212;289
462;2693
57;641
142;1428
119;2326
1;2272
18;311
217;902
272;1097
63;367
41;1876
173;2397
245;1606
134;1793
7;1750
220;864
6;812
315;2980
139;479
51;1531
33;471
392;2104
218;3244
225;3060
472;2849
178;3158
347;83
920;1355
281;699
474;1998
52;2842
77;3037
184;2439
184;1734
39;3045
421;207
164;1565
151;2062
743;2740
284;2681
54;1832
90;2915
42;3102
125;2040
244;2968
103;2425
169;3160
72;1618
40;2825
691;2205
335;1112
9;1163
60;2046
1;1171
1;1960
270;447
60;2415
258;3271
119;2793
55;2220
334;778
557;2512
388;240
159;148
416;631
35;3266
167;2135
413;1848
17;2147
21;1847
612;980
15;981
110;457
468;419
97;2487
855;1268
21;421
4;1197
350;1348
260;2685
45;1276
248;3193
73;2579
54;1303
132;2156
4;2083
13;2128
434;106
11;2122
138;1069
609;2337
260;2032
19;1006
269;2446
729;3450
359;1815
152;334
407;3113
169;2691
306;562
701;943
334;2179
95;1051
164;3234
130;5
368;1155
129;2103
19;548
12;46
13;574
428;1570
19;2073
103;2433
23;1563
37;43
69;2645
370;3306
7;2612
79;867
392;141
99;3225
80;549
33;923
201;1980
1;1989
2;1961
148;3062
280;1367
74;3313
141;1007
219;1776
2;1749
551;2900
54;3229
13;2831
167;1134
3;1081
6;1173
367;1216
8;1240
148;22
25;1159
71;3134
95;1829
177;191
159;558
334;355
621;2721
21;182
260;2059
172;3125
410;2320
548;454
177;1055
330;2454
154;102
88;2765
136;3224
229;3331
86;2129
211;2911
25;2475
22;3258
38;3186
110;1047
2;1078
5;1075
87;2754
185;588
9;2737
116;35
434;1620
422;2628
211;2348
63;622
86;1020
144;2916
528;2241
334;1296
44;2338
460;957
88;2613
127;2788
222;3287
88;2914
139;65
118;579
5;600
77;900
242;3140
15;3135
150;1238
439;1835
25;1247
183;2222
132;3337
153;2869
139;578
39;3254
146;3207
523;149
88;3263
391;1068
352;2744
383;2677
159;130
369;7
502;1573
53;2730
29;1611
77;2639
243;3237
76;19
786;3064
452;921
761;2091
258;3273
49;3126
451;1808
435;2173
1031;1374
2;2250
2;1363
1;1383
29;3328
443;2899
1303;3429
265;156
196;2605
108;1785
41;2864
123;1329
29;1818
131;2166
155;2085
14;1398
5;1364
22;2108
256;63
57;2209
6;2246
5;2199
65;2072
619;638
74;2217
452;2778
148;1338
1;1384
49;1302
82;2232
385;3297
339;3440
209;648
46;3403
386;135
78;3324
35;636
514;3038
252;1320
547;2688
22;2638
206;199
68;2603
709;1834
109;2651
260;1311
32;2637
356;3059
486;3382
469;564
880;2897
91;3364
72;3370
81;3438
1007;2113
402;1797
