time;id
14;2243
1;2242
63;1161
71;2626
194;3025
234;2109
1;3130
9;1097
3;3080
100;532
225;1449
16;1108
149;3419
24;2121
47;2751
91;1764
69;323
31;2642
29;1460
52;2248
1;2241
1;2266
304;2969
25;2122
170;2829
445;3258
170;1936
1;1924
1;1928
41;2742
17;2056
45;1742
43;1408
230;1210
28;2918
83;1163
31;2794
423;878
111;451
138;2352
510;1017
309;336
245;110
177;2502
63;1188
36;1070
32;2365
121;2600
490;3135
25;2571
2;3154
3;3197
148;301
108;2912
1;2816
637;2470
107;2073
265;791
23;3175
140;2214
182;3075
8;3136
286;1566
141;3336
108;893
87;144
52;2639
593;97
62;2527
158;1455
346;693
71;318
23;2651
440;2033
19;2523
146;2747
299;1318
194;1292
163;504
37;240
67;3163
86;2405
53;90
20;1320
173;359
42;2521
91;164
67;707
260;3355
121;838
583;1718
118;884
234;2978
244;1822
34;3401
37;803
7;1760
81;320
56;173
20;3019
58;649
147;3277
102;1275
13;200
120;2034
89;2424
20;746
237;1087
79;2489
13;2395
30;3274
26;1955
95;1651
213;1610
70;3369
43;1150
23;1984
8;1956
52;2559
258;2339
3;2312
172;54
221;1438
737;612
11;645
19;2509
99;1239
177;416
326;990
15;604
59;3404
77;1571
115;691
29;1240
200;3142
29;1068
108;3242
60;370
73;2306
180;270
180;154
56;685
431;1856
58;1555
283;2619
331;3034
64;3415
12;751
160;1711
254;885
132;1961
314;1356
32;750
228;1744
9;718
310;2802
225;2958
31;896
385;2070
168;1454
25;1399
95;3294
79;172
107;388
89;1583
46;876
315;818
126;312
23;1533
70;2020
186;570
255;2380
64;2942
66;2725
32;793
435;524
125;3366
93;1370
139;1640
79;397
6;1641
169;2346
164;1892
61;788
92;1525
99;866
53;534
164;713
295;1193
287;2498
124;593
59;2336
1;2578
49;1850
292;1030
272;3230
1;3205
204;1420
111;3358
142;2976
177;2008
145;1624
235;149
3;1951
157;1331
275;3081
103;704
178;2445
64;3181
24;2041
14;3133
72;1478
246;2118
67;1365
181;1534
153;579
48;1415
66;2403
164;1022
365;2610
32;1306
105;1654
18;2381
7;2482
220;441
136;3430
78;2106
566;1152
24;1339
48;547
127;125
201;1278
11;3416
252;812
77;1446
58;1694
593;91
57;2425
138;3185
353;392
418;242
47;66
103;1254
37;368
214;3033
61;2453
10;3111
128;1361
134;186
30;1233
21;2378
156;630
133;1695
30;1221
29;2387
153;3360
189;503
196;2677
5;2627
169;1511
340;739
290;2016
72;447
289;1063
65;3447
582;1808
486;945
59;2612
110;561
178;296
13;3414
24;495
378;2931
524;2713
28;1067
286;1118
26;1782
200;3164
6;1127
3;3176
96;1430
34;628
204;1344
43;575
55;1155
78;262
14;1160
71;1835
207;3099
90;3375
278;42
80;1496
373;809
8;1469
229;1212
201;2447
29;1406
125;2702
201;741
56;1811
180;939
715;3342
62;1197
336;195
53;699
543;1530
442;2093
193;2921
82;2481
138;57
54;176
245;985
249;443
51;740
100;2773
158;3088
2;3126
1;3125
1;3131
55;2408
70;2108
211;781
109;1531
39;2478
94;178
14;2415
75;2750
63;2094
37;139
218;890
333;546
51;2400
335;263
156;485
58;2701
121;3113
22;646
18;3069
26;468
190;1053
65;2080
385;1101
45;3050
1;3108
3;3132
240;2945
74;2743
14;3061
77;463
198;823
894;1870
103;544
10;854
19;584
369;1288
330;31
197;874
17;7
83;2783
95;3053
245;208
305;1579
194;1074
129;500
80;938
453;3327
6;3343
80;204
159;88
63;3269
296;1158
112;873
154;1050
86;161
30;3257
571;1797
36;3299
107;70
90;979
267;1584
100;1783
131;183
73;8
19;1731
77;991
117;3347
65;1790
475;3020
140;1548
59;3333
178;80
340;1185
78;1513
194;157
19;1616
104;2936
63;20
29;2926
77;1590
277;1055
182;3308
45;1043
22;1026
112;1582
187;2981
19;2944
110;1559
294;3309
196;1550
1079;2084
586;1135
37;2113
31;2087
129;1593
86;1085
343;2950
74;1166
47;2984
573;1029
85;2965
