time;id
88;2942
7;2457
49;1764
27;1078
113;2125
31;711
14;2379
2;2420
116;416
28;2918
108;2611
20;2100
4;2953
93;39
38;1745
21;370
300;3436
81;546
115;1279
83;2225
23;3010
108;505
51;689
162;1409
79;2820
4;2812
74;782
232;1867
4;2835
39;1788
35;344
227;3123
26;652
92;2042
13;1845
60;2157
5;2159
112;3345
8;2088
29;808
144;1150
62;1256
133;2358
8;2066
124;1556
191;3226
6;1561
42;2896
119;1063
280;1676
94;47
2;97
38;3248
58;1786
22;2867
158;1299
103;586
18;63
144;2700
117;2195
2;2691
5;2666
41;1307
46;1729
82;860
209;324
21;2220
109;702
13;801
64;2890
345;2734
212;908
10;2814
41;2696
70;13
117;1226
147;424
142;1902
106;1709
150;1962
132;1188
165;3107
187;515
68;736
58;2795
54;11
32;3114
261;2383
215;1410
59;1278
23;724
309;2488
27;59
149;576
119;1315
115;779
111;2909
273;2951
38;1236
47;1465
211;3162
14;771
400;114
113;2640
59;2433
48;696
145;2216
38;91
14;2948
235;2127
43;2554
228;1517
305;3373
12;2565
23;2649
235;1038
176;1832
18;2076
6;2639
118;462
21;1522
232;3346
103;2701
1;2783
39;757
36;669
6;673
10;815
29;2090
170;1645
182;1875
73;98
115;1382
176;1116
41;730
59;3243
122;580
91;2987
81;1065
28;1167
98;2486
43;1901
250;966
51;655
104;2749
45;629
46;2937
117;2644
2;2667
64;1347
99;2102
382;2327
2;2154
161;132
225;3129
163;2230
181;2864
6;2167
18;2062
122;790
99;41
77;1020
15;30
198;1253
41;2307
6;1231
95;1143
90;1895
351;321
3;217
206;3452
185;537
45;2176
107;2582
11;3437
32;2302
21;1899
86;608
57;803
13;2373
125;884
40;1185
86;182
4;167
42;310
116;2652
37;3369
18;972
242;1787
127;721
371;1987
63;482
199;1712
83;1264
13;495
39;200
157;2984
270;1535
37;944
119;1027
73;778
99;2267
228;3300
324;3148
39;1247
44;1683
104;2581
179;1346
16;2215
100;640
140;4
96;2362
338;1417
96;1109
53;883
218;2704
47;1037
30;2573
101;323
61;2931
60;125
27;1456
20;2559
476;336
57;2251
228;3058
37;312
79;1654
118;486
88;1260
79;29
69;914
87;641
14;519
39;3090
176;3393
168;713
51;2188
89;2793
275;2876
7;3455
55;305
27;446
229;1870
12;2907
14;2789
159;1613
149;3322
41;3065
85;415
21;250
208;1958
105;1432
6;338
146;1173
118;2531
44;1856
43;2881
171;1353
7;1923
30;1511
6;1919
52;1537
4;1944
23;2885
98;870
48;2049
64;3259
1;3292
116;1672
1;3335
25;1513
29;1463
65;388
230;3151
103;3392
79;3036
95;2747
5;3120
64;1096
46;1840
124;2243
125;681
304;1742
202;1043
45;1983
152;34
216;3014
239;2297
145;626
262;795
34;379
167;1216
16;2959
42;3425
26;1810
25;2031
3;1824
68;1708
27;106
7;1778
4;73
14;1966
43;1058
159;452
85;3255
97;958
76;3066
112;2853
59;589
380;2657
269;157
1;149
17;926
28;1035
75;708
83;1863
43;82
4;1928
95;1095
116;1615
109;2705
77;3015
51;487
80;1211
23;1091
20;2721
1;2765
1;2742
1;2808
1;2761
1;2736
151;3208
111;3349
200;1313
35;1214
121;810
44;2935
2;3004
75;915
82;2603
1;2671
18;1250
11;898
168;2254
48;2729
29;765
250;2564
7;2522
57;1320
283;266
189;2269
120;1060
129;2851
119;1850
16;2521
179;334
13;1080
18;2318
69;2949
54;2183
87;3138
4;2165
172;3334
28;1356
14;3329
145;1553
200;1661
163;688
19;1336
83;924
143;527
48;368
82;846
36;2261
187;553
226;1798
200;3069
71;2900
7;3115
120;2636
1;3049
12;548
32;971
4;3030
9;2902
38;1360
6;3079
10;962
94;2503
49;528
190;1108
31;591
42;2859
17;1098
186;3398
25;510
127;251
53;2662
91;1660
123;1032
8;2637
48;952
100;3246
3;3318
78;1755
127;2969
1;3024
107;1599
8;1825
28;3424
44;561
2;3355
23;956
20;3325
1;3285
385;1479
40;292
25;1521
48;521
51;2824
44;1692
13;3278
56;1137
9;2837
16;301
90;2549
184;1893
34;613
15;439
102;3127
1;3077
311;168
6;1908
40;3428
30;1596
191;2273
25;3085
28;1873
73;1753
5;1838
2;1794
187;727
344;9
25;2339
46;285
43;543
99;2617
38;1589
27;3040
100;2955
2;2981
73;3261
4;2970
3;3293
1;3338
203;380
84;1634
29;647
79;2826
82;1119
4;2825
46;278
53;2294
115;1435
53;747
449;2002
107;202
47;3282
8;174
45;1084
247;759
349;1288
52;601
61;330
11;1274
73;2993
2;2997
104;1900
103;1735
315;3199
250;1301
113;2614
22;1851
24;1829
35;333
33;2991
78;2276
81;280
57;170
8;2287
306;2234
186;2530
80;820
165;55
238;939
35;187
103;3332
2;197
216;3403
52;1741
8;103
84;1266
53;360
13;1252
96;3184
8;3218
155;2026
163;707
37;377
31;1219
84;2485
191;2903
92;2185
26;3180
19;678
66;936
74;848
12;2525
155;635
17;2163
15;3188
81;1789
20;843
43;2014
23;654
154;1309
126;2350
10;839
11;1344
15;2272
233;1416
180;2694
61;2487
33;838
289;1552
8;2643
48;680
82;1280
67;619
143;3272
22;2493
241;1086
287;1667
3;2523
102;412
24;1590
27;821
7;408
25;1246
158;3353
373;455
5;428
38;2602
56;1448
30;1179
17;1272
27;3391
55;676
44;1671
38;1612
130;2235
147;882
134;2011
6;2043
144;1369
87;1462
80;3415
310;249
80;710
137;3327
138;572
85;2232
109;1110
122;2648
70;2017
196;2320
29;728
16;1145
141;378
16;1107
126;1631
330;105
191;2533
125;889
70;1949
363;109
94;308
78;2283
30;164
74;1697
663;1040
253;444
84;2512
252;1531
32;442
208;1403
90;2016
122;968
12;954
219;3362
202;2198
17;959
135;2315
25;3395
106;1079
442;3159
14;3412
107;2591
1;2499
81;2025
46;2264
88;1562
89;529
94;1327
28;3351
2;3360
24;466
267;398
68;993
39;1384
51;1604
268;1118
190;1723
315;592
29;1074
32;1114
36;1649
118;2372
87;569
171;3214
56;2300
335;263
142;447
131;1329
38;3176
323;144
117;1075
10;1068
22;3146
70;620
54;453
35;192
21;3239
100;2301
27;186
3;190
171;1624
104;264
54;573
20;212
236;422
331;877
32;1623
577;1470
21;1428
76;1687
121;155
361;1550
116;1458
43;1585
183;933
210;247
234;2317
489;1989
35;1559
114;1655
275;538
62;1495
20;1728
41;2345
32;450
30;1455
316;3181
71;300
35;1474
102;2028
75;2329
35;1464
108;1626
40;1960
25;1510
112;3231
33;2038
66;2338
7;3141
273;141
60;1482
29;2340
46;3193
428;337
7;332
113;1701
84;2013
56;3147
54;3198
4;3164
145;1440
121;384
48;3206
384;230
134;374
72;219
304;1726
216;3183
14;3205
24;3177
