time;id
15;1264
148;3305
159;598
30;1022
74;454
99;2644
113;2131
199;1570
14;3256
332;3233
265;2258
299;1759
256;1990
30;1220
122;1680
66;87
9;2215
7;1208
19;2069
17;1972
33;642
10;2178
32;2650
77;1469
40;516
22;1189
126;2486
17;556
323;1344
46;3180
72;225
26;2045
19;2689
108;2760
12;2006
54;1522
270;3019
27;2534
16;2734
198;747
25;2600
1;675
7;711
196;3382
324;2856
65;66
68;2125
33;270
235;139
44;3182
26;3004
110;958
326;2390
12;670
36;2029
25;2655
99;3344
137;2292
99;994
64;1499
19;2998
64;1207
64;1312
113;1785
191;3094
42;3381
298;1173
19;1288
1;1274
58;3141
69;2089
45;2946
19;1269
28;1183
60;651
7;1179
46;3411
73;210
55;1356
1;1322
219;1888
75;908
86;2310
20;1843
142;512
86;1003
44;1283
6;1021
2;1015
11;1908
33;1373
148;2751
36;2317
125;2009
123;21
13;1904
1;1927
73;3012
128;298
13;2759
10;2279
12;1385
265;325
1;390
149;2465
22;1934
29;2369
108;2068
248;2217
103;3442
156;3097
44;299
208;564
90;869
110;682
61;104
72;1956
6;1973
23;3105
11;55
37;2181
224;2816
96;447
94;1191
79;2418
211;1769
420;850
23;2887
28;475
154;1101
104;1317
25;2423
10;470
108;426
134;2966
75;640
19;2460
105;3417
25;341
32;452
13;3388
31;3020
67;2872
139;2274
14;388
98;714
10;504
79;1238
54;1112
100;2206
266;3162
14;1202
14;1133
102;102
121;3073
326;3301
34;2924
376;1706
183;1940
9;3085
205;2718
172;2111
8;2986
33;717
26;3221
20;1286
340;1527
1;1254
300;1413
3;1606
1;1612
72;629
152;1954
55;2864
24;1935
360;2599
32;47
50;2200
35;3341
7;1892
28;660
62;480
21;1966
83;3369
131;836
1;768
154;1824
113;2462
57;1727
129;1386
20;3366
38;2696
286;144
39;2260
2;1343
36;90
43;551
3;175
22;2408
47;3330
15;3358
34;508
4;3338
14;624
61;2882
20;132
11;537
28;1330
95;2995
120;360
104;2754
95;3163
34;30
139;2289
67;2019
38;3343
64;823
42;3409
52;1649
117;2090
59;2681
30;145
24;333
107;1251
86;727
49;595
17;2671
17;861
26;2145
9;2686
99;1747
143;1087
2;1825
267;247
13;552
155;3100
23;1262
56;1357
68;477
20;2143
536;2549
64;2288
44;171
35;664
1;698
1;748
59;3447
78;2800
73;2039
9;122
61;1662
38;3030
38;1114
45;1757
60;415
30;2570
19;2717
58;787
41;2142
3;2140
61;643
62;305
21;2526
112;3282
159;2386
40;1732
118;37
55;689
69;2283
42;417
12;1744
71;3394
23;3340
109;2645
218;1453
196;2162
38;2554
11;3421
8;1473
7;3370
185;2916
14;2690
31;2367
42;2482
81;112
9;2438
177;3185
13;2839
61;281
22;1487
17;216
24;2278
107;3055
200;2969
24;3158
102;1103
32;2377
18;1441
288;1897
141;1198
145;1395
73;1767
26;137
75;2223
102;617
40;2342
38;3099
86;3325
50;261
93;431
99;649
83;3352
4;752
50;1941
96;2694
66;3213
20;3385
175;2709
52;170
32;381
176;2100
165;834
17;3195
59;2165
134;2586
29;1845
2;1880
85;2457
216;1977
14;2394
21;1839
52;3430
8;1925
16;2432
109;1781
38;821
41;2224
155;2813
102;3076
9;807
67;2724
51;421
114;2277
124;1504
27;2464
94;686
24;2875
26;2195
46;1896
87;2053
88;3205
19;668
22;2182
569;871
123;2622
54;3068
17;2169
1;2229
165;3289
52;2412
77;1737
180;1149
122;2512
10;1753
220;2935
1;1826
1;1827
5;2524
260;76
77;377
175;594
21;1092
58;3214
34;3250
98;2753
117;3353
51;883
152;1985
16;2735
10;954
59;2427
13;2744
35;3208
48;2573
14;946
40;371
36;3347
178;133
80;2257
43;1178
13;3150
13;3327
103;3033
22;159
26;3255
166;2276
33;2238
245;236
54;2535
47;1141
175;2897
102;46
171;1506
35;174
33;3315
4;1492
72;927
9;82
5;1496
33;2487
117;589
24;2834
305;1388
94;2727
144;1804
123;3399
28;1186
8;2763
59;2255
12;3393
3;2233
117;2441
15;2768
91;3128
37;887
33;586
40;2823
92;2280
242;803
19;2355
218;2944
12;2339
102;3332
169;3228
209;2017
511;1692
61;612
105;1480
39;2341
43;3003
61;804
8;1421
94;3108
81;2838
37;3260
28;2051
114;1333
134;2536
128;1777
304;2608
114;2745
14;3323
17;2565
217;353
146;27
113;945
36;827
49;625
13;2532
42;1488
153;3425
69;1705
1;1641
58;1980
25;632
67;2890
207;230
34;63
58;2778
64;2672
177;2399
398;2057
76;3303
37;1726
37;1961
60;408
110;2980
30;296
10;3309
210;1139
37;2116
104;2589
37;416
5;367
73;542
102;941
4;326
37;2129
64;1963
115;820
70;2949
107;2682
13;846
32;563
222;3197
6;782
114;2480
135;1509
69;1188
27;2649
201;1783
104;1694
18;1417
59;953
106;315
68;2087
43;3157
15;1724
240;3041
38;1152
181;2843
85;2023
87;399
6;2855
46;1740
91;3001
40;865
170;3257
179;84
32;2956
65;266
53;1986
99;808
68;3086
5;1945
54;1731
86;1446
25;761
93;1176
38;1736
69;16
66;2997
135;3223
140;2076
32;759
454;214
11;2144
25;1140
327;1399
54;1507
3;1327
103;882
76;317
98;1952
47;2064
180;1689
16;2130
56;1154
6;1123
148;3116
93;3215
12;3064
81;1982
117;89
109;209
111;1334
256;2854
72;2138
121;1435
13;1403
25;185
170;3015
134;872
4;940
42;2833
12;888
33;166
48;1465
120;1714
29;935
1;967
22;192
25;1486
115;1960
62;2840
81;1401
226;283
202;3156
265;812
64;2825
94;1640
32;3169
27;1656
44;2915
210;1
31;2904
129;1359
103;279
7;1345
34;2832
178;197
176;1434
115;3230
76;4
197;934
44;220
11;256
50;1318
110;1666
56;2828
29;928
34;307
93;1444
22;1451
129;129
13;142
151;3134
6;3198
127;2851
136;881
39;3218
155;1639
91;2824
98;148
69;3234
143;1494
92;1622
228;312
5;1659
131;248
152;1704
42;221
12;309
46;1728
